profileName,beerName_1,beerId_1,beerABV_1,beerStyle_1,reviewText_1,appearanceRate_1,aromaRate_1,palateRate_1,tasteRate_1,beerName_2,beerId_2,beerABV_2,beerStyle_2,reviewText_2,appearanceRate_2,aromaRate_2,palateRate_2,tasteRate_2,appearance,aroma,palate,taste
beerresearcher,Samuel Smith's Winter Welcome Ale,577,6,Winter Warmer,"Winter Welcome is one of England's best representations of the winter or Christmas brew styles. Full bodied (almost syrupy). This ale is so velvetty smooth and well rounded, its difficult not to guzzle it down. Good thing for the large bottles! The tea-like hops with a hint of citrus bitterness are noticeable early in the glass, but sort of fades under the rich malt, but that's cool, this is a quality malt, cherry sweet, roasted especially for the holidays.",4.0,4.5,4.5,4.5,Gaffel Kölsch,4137,2025-08-04 00:00:00,Kölsch,"Gaffel is as fine an example of the Klch style around. By all appearances it looks to be a thin and weak beer, but it has a surprisingly ample body and is fantastically gulpable. The hoppy aroma dissipates rapidly so catch it early. There's an abundance of hops which balance nicely with the malt about halfway through the glass. Nice white head doesn't last too long (could have been that I drank it from a pint glass instead of something like a Pilsner glass).",4.0,4.0,4.0,4.0,,0.0,,0.0
beerresearcher,Samuel Smith's Winter Welcome Ale,577,6,Winter Warmer,"Winter Welcome is one of England's best representations of the winter or Christmas brew styles. Full bodied (almost syrupy). This ale is so velvetty smooth and well rounded, its difficult not to guzzle it down. Good thing for the large bottles! The tea-like hops with a hint of citrus bitterness are noticeable early in the glass, but sort of fades under the rich malt, but that's cool, this is a quality malt, cherry sweet, roasted especially for the holidays.",4.0,4.5,4.5,4.5,Petite Orval,1813,2025-05-03 00:00:00,Belgian Pale Ale,"This deep amber Trappist Ale is full of rich malt. A wild yeasty flavor and a mild sweetness underlie a grapefruit-like bitterness with a hint of orange peel. Its a complex ale with some noticeable alcohol kick, though not overpowering like some Trappist Ales. Youve got to admire the amber/orange color and pleasant aroma!",4.5,4.5,4.0,4.0,,0.0,0.0,0.0
beerresearcher,Samuel Smith's Winter Welcome Ale,577,6,Winter Warmer,"Winter Welcome is one of England's best representations of the winter or Christmas brew styles. Full bodied (almost syrupy). This ale is so velvetty smooth and well rounded, its difficult not to guzzle it down. Good thing for the large bottles! The tea-like hops with a hint of citrus bitterness are noticeable early in the glass, but sort of fades under the rich malt, but that's cool, this is a quality malt, cherry sweet, roasted especially for the holidays.",4.0,4.5,4.5,4.5,#9,299,2025-01-05 00:00:00,Fruit / Vegetable Beer,"What is #9? A reference to John Lennon's repetitious refrain on the ""White"" Album? And whats with the hippyish label design. Ah, I'm beginning to see the psychedelic connection here. A more significant question is; why add the essence of fruit flavoring (apricot) to a beer when it would be a far better achievement to brew the apricots into the beer like a Lambic? I don't know. While its not really a bad beer, it certainly could be much more. #9 is a little too thin and the added flavoring masks the hop flavor. Interesting nose though!",3.5,3.5,2.0,2.0,,1.0,1.0,1.0
beerresearcher,#9,299,2025-01-05 00:00:00,Fruit / Vegetable Beer,"What is #9? A reference to John Lennon's repetitious refrain on the ""White"" Album? And whats with the hippyish label design. Ah, I'm beginning to see the psychedelic connection here. A more significant question is; why add the essence of fruit flavoring (apricot) to a beer when it would be a far better achievement to brew the apricots into the beer like a Lambic? I don't know. While its not really a bad beer, it certainly could be much more. #9 is a little too thin and the added flavoring masks the hop flavor. Interesting nose though!",3.5,3.5,2.0,2.0,Gaffel Kölsch,4137,2025-08-04 00:00:00,Kölsch,"Gaffel is as fine an example of the Klch style around. By all appearances it looks to be a thin and weak beer, but it has a surprisingly ample body and is fantastically gulpable. The hoppy aroma dissipates rapidly so catch it early. There's an abundance of hops which balance nicely with the malt about halfway through the glass. Nice white head doesn't last too long (could have been that I drank it from a pint glass instead of something like a Pilsner glass).",4.0,4.0,4.0,4.0,,0.0,,-1.0
beerresearcher,Anchor Liberty Ale,665,6,American Pale Ale (APA),"Liberty American Style Pale Ale is, without a doubt, Anchor Brewing's best year round offering. The wonderful hop bouquet is immediately noticed and appreciated when poured into the glass and unlike most American pale ales, the aroma lingers, albeit more subtlety as the brew disappears. The rich copper color shines brightly. I believe Maaco should offer this color in a car paint. They could call it 'Liberty Deep Copper'. It would certainly look great on my Jeep! After taking the time to fully admire the fine hop nose and rich copper color, the next outstanding trait of Liberty Pale Ale one notices is the hop distinctive taste. The fresh whole hops are in abundance, yet not overwhelming. There's a crisp metallic sharp-edged bitterness with light citrus undertones. The sharpness diminishes slightly as you drink it down and the hop to malt difference becomes less exaggerated and more balanced and smooth. The medium to full malt body is lightly sweet with a hint of nuts. It seems to me that a lot of care has been taken in the malt roasting process. My hats off to the Brew Master. Liberty Ale is truly a world-class Pale Ale!",5.0,4.5,4.5,4.5,Samuel Smith's Winter Welcome Ale,577,6,Winter Warmer,"Winter Welcome is one of England's best representations of the winter or Christmas brew styles. Full bodied (almost syrupy). This ale is so velvetty smooth and well rounded, its difficult not to guzzle it down. Good thing for the large bottles! The tea-like hops with a hint of citrus bitterness are noticeable early in the glass, but sort of fades under the rich malt, but that's cool, this is a quality malt, cherry sweet, roasted especially for the holidays.",4.0,4.5,4.5,4.5,,0.0,0.0,0.0
beertaster13,Coors,1276,5,American Adjunct Lager,"Coors Original used to be smuggled east of the Mississippi years ago. Friends of mine in colorado have always raved about this beer and said it was the greatest of all mass produced beers. I was at the ballgame awhile ago and found a bar that was seving this in a bottle, so I picked one up. At first taste I was quite impressed for being an american mass produce beer. Coors Original is definetely better than any Anheiser Busch or Miller products. With that said I didn't especially think it was great or average for that matter and was suprised it came with such high praise.The head was very small even compared to bud and the only great taste I could detectcwast the sublte hint of hops but my final review will have to be, if you like mass produced beers try this for it is the best, otherwise just leave it alone.",2.5,2.5,3.0,3.5,Young's Double Chocolate Stout,73,2025-02-05 00:00:00,Milk / Sweet Stout,"This is an exceptional chocolate stout. Look: Comes in a 25 oz brown bottle with purple label, pours a dark mocha coffee look with a suble creamy head. Smell: Smell doesn't have that flavor of chocolate like one would expect with a DOUBLE chocolate, but aroma isn't a big thing with me. Taste: Taste is more of a mocha cofee taste that anything chocolate. I find it great however as this is my favorite and my wifes favorite. Great to must out on Valentine's day.",4.0,3.0,3.0,4.0,-1.0,,,-1.0
beertaster13,Natural Ice,653,2025-09-05 00:00:00,American Adjunct Lager,"I'm reviewing nat ice based on other ICE beers so score is higher than it would be overall. NI is the cheapest of the beers in the Anheiser busch family. With that said this is a high school beer and that is about it. With 5.9% alcohol and at 9 dollars a case this is a broke mans dream beer. Suprisingly the taste is very comparison to all other ice beers I have tried. Even better than bud ice. The beer is very drinkable compared to all other ICE beers on the market, however if you never try this beer you haven't missed anything. The only time to drink this beer is if you are broke and it is hot outside and you have no other options.",2.0,1.5,2.5,3.0,Henry Weinhard's Blackberry Wheat,9199,2025-03-05 00:00:00,Fruit / Vegetable Beer,"Drank out of the 12 oz dark brown bottle. This beer pours a lightly brown colored with a 2 inch thick head that held up through the drinking. The smell is of blackberries and the taste is of blackberries with a slight touch of the malts. It is a very drinkable beer and the best Henry Weinhards has to offer. One of my favorite beers if I can find them, hard to come by. If i see them i definetely pick them up.",4.0,5.0,4.0,4.0,,,,-1.0
beertaster13,Moosehead Lager,1053,5,American Pale Lager,"Moosehead is my favorite of the canadian lagers. Look: Comes in a green 12 oz bottle with Moosehead on front and description of the brewery history on back. Pours a golden yellow and the head is strong in the beginning and slowy fades. Smell: The smell is of mostly barley and hops with a sweet side Drinkability: This beer is the best canadian lager out there (hell one of the best lagers out there, a very sweet thicker than normal lager. All in all this is a quality beer.",4.0,4.0,4.0,5.0,Young's Double Chocolate Stout,73,2025-02-05 00:00:00,Milk / Sweet Stout,"This is an exceptional chocolate stout. Look: Comes in a 25 oz brown bottle with purple label, pours a dark mocha coffee look with a suble creamy head. Smell: Smell doesn't have that flavor of chocolate like one would expect with a DOUBLE chocolate, but aroma isn't a big thing with me. Taste: Taste is more of a mocha cofee taste that anything chocolate. I find it great however as this is my favorite and my wifes favorite. Great to must out on Valentine's day.",4.0,3.0,3.0,4.0,0.0,1.0,,-1.0
beertaster13,Coors,1276,5,American Adjunct Lager,"Coors Original used to be smuggled east of the Mississippi years ago. Friends of mine in colorado have always raved about this beer and said it was the greatest of all mass produced beers. I was at the ballgame awhile ago and found a bar that was seving this in a bottle, so I picked one up. At first taste I was quite impressed for being an american mass produce beer. Coors Original is definetely better than any Anheiser Busch or Miller products. With that said I didn't especially think it was great or average for that matter and was suprised it came with such high praise.The head was very small even compared to bud and the only great taste I could detectcwast the sublte hint of hops but my final review will have to be, if you like mass produced beers try this for it is the best, otherwise just leave it alone.",2.5,2.5,3.0,3.5,Moosehead Lager,1053,5,American Pale Lager,"Moosehead is my favorite of the canadian lagers. Look: Comes in a green 12 oz bottle with Moosehead on front and description of the brewery history on back. Pours a golden yellow and the head is strong in the beginning and slowy fades. Smell: The smell is of mostly barley and hops with a sweet side Drinkability: This beer is the best canadian lager out there (hell one of the best lagers out there, a very sweet thicker than normal lager. All in all this is a quality beer.",4.0,4.0,4.0,5.0,-1.0,,,0.0
beertaster13,Natural Ice,653,2025-09-05 00:00:00,American Adjunct Lager,"I'm reviewing nat ice based on other ICE beers so score is higher than it would be overall. NI is the cheapest of the beers in the Anheiser busch family. With that said this is a high school beer and that is about it. With 5.9% alcohol and at 9 dollars a case this is a broke mans dream beer. Suprisingly the taste is very comparison to all other ice beers I have tried. Even better than bud ice. The beer is very drinkable compared to all other ICE beers on the market, however if you never try this beer you haven't missed anything. The only time to drink this beer is if you are broke and it is hot outside and you have no other options.",2.0,1.5,2.5,3.0,Moosehead Lager,1053,5,American Pale Lager,"Moosehead is my favorite of the canadian lagers. Look: Comes in a green 12 oz bottle with Moosehead on front and description of the brewery history on back. Pours a golden yellow and the head is strong in the beginning and slowy fades. Smell: The smell is of mostly barley and hops with a sweet side Drinkability: This beer is the best canadian lager out there (hell one of the best lagers out there, a very sweet thicker than normal lager. All in all this is a quality beer.",4.0,4.0,4.0,5.0,,,,-1.0
beertaster13,Henry Weinhard's Blackberry Wheat,9199,2025-03-05 00:00:00,Fruit / Vegetable Beer,"Drank out of the 12 oz dark brown bottle. This beer pours a lightly brown colored with a 2 inch thick head that held up through the drinking. The smell is of blackberries and the taste is of blackberries with a slight touch of the malts. It is a very drinkable beer and the best Henry Weinhards has to offer. One of my favorite beers if I can find them, hard to come by. If i see them i definetely pick them up.",4.0,5.0,4.0,4.0,Young's Double Chocolate Stout,73,2025-02-05 00:00:00,Milk / Sweet Stout,"This is an exceptional chocolate stout. Look: Comes in a 25 oz brown bottle with purple label, pours a dark mocha coffee look with a suble creamy head. Smell: Smell doesn't have that flavor of chocolate like one would expect with a DOUBLE chocolate, but aroma isn't a big thing with me. Taste: Taste is more of a mocha cofee taste that anything chocolate. I find it great however as this is my favorite and my wifes favorite. Great to must out on Valentine's day.",4.0,3.0,3.0,4.0,0.0,0.0,,-1.0
beertaster13,Henry Weinhard's Blackberry Wheat,9199,2025-03-05 00:00:00,Fruit / Vegetable Beer,"Drank out of the 12 oz dark brown bottle. This beer pours a lightly brown colored with a 2 inch thick head that held up through the drinking. The smell is of blackberries and the taste is of blackberries with a slight touch of the malts. It is a very drinkable beer and the best Henry Weinhards has to offer. One of my favorite beers if I can find them, hard to come by. If i see them i definetely pick them up.",4.0,5.0,4.0,4.0,Moosehead Lager,1053,5,American Pale Lager,"Moosehead is my favorite of the canadian lagers. Look: Comes in a green 12 oz bottle with Moosehead on front and description of the brewery history on back. Pours a golden yellow and the head is strong in the beginning and slowy fades. Smell: The smell is of mostly barley and hops with a sweet side Drinkability: This beer is the best canadian lager out there (hell one of the best lagers out there, a very sweet thicker than normal lager. All in all this is a quality beer.",4.0,4.0,4.0,5.0,0.0,0.0,,0.0
beertaster13,Natural Ice,653,2025-09-05 00:00:00,American Adjunct Lager,"I'm reviewing nat ice based on other ICE beers so score is higher than it would be overall. NI is the cheapest of the beers in the Anheiser busch family. With that said this is a high school beer and that is about it. With 5.9% alcohol and at 9 dollars a case this is a broke mans dream beer. Suprisingly the taste is very comparison to all other ice beers I have tried. Even better than bud ice. The beer is very drinkable compared to all other ICE beers on the market, however if you never try this beer you haven't missed anything. The only time to drink this beer is if you are broke and it is hot outside and you have no other options.",2.0,1.5,2.5,3.0,Young's Double Chocolate Stout,73,2025-02-05 00:00:00,Milk / Sweet Stout,"This is an exceptional chocolate stout. Look: Comes in a 25 oz brown bottle with purple label, pours a dark mocha coffee look with a suble creamy head. Smell: Smell doesn't have that flavor of chocolate like one would expect with a DOUBLE chocolate, but aroma isn't a big thing with me. Taste: Taste is more of a mocha cofee taste that anything chocolate. I find it great however as this is my favorite and my wifes favorite. Great to must out on Valentine's day.",4.0,3.0,3.0,4.0,,,,-1.0
beertaster13,Coors,1276,5,American Adjunct Lager,"Coors Original used to be smuggled east of the Mississippi years ago. Friends of mine in colorado have always raved about this beer and said it was the greatest of all mass produced beers. I was at the ballgame awhile ago and found a bar that was seving this in a bottle, so I picked one up. At first taste I was quite impressed for being an american mass produce beer. Coors Original is definetely better than any Anheiser Busch or Miller products. With that said I didn't especially think it was great or average for that matter and was suprised it came with such high praise.The head was very small even compared to bud and the only great taste I could detectcwast the sublte hint of hops but my final review will have to be, if you like mass produced beers try this for it is the best, otherwise just leave it alone.",2.5,2.5,3.0,3.5,Henry Weinhard's Blackberry Wheat,9199,2025-03-05 00:00:00,Fruit / Vegetable Beer,"Drank out of the 12 oz dark brown bottle. This beer pours a lightly brown colored with a 2 inch thick head that held up through the drinking. The smell is of blackberries and the taste is of blackberries with a slight touch of the malts. It is a very drinkable beer and the best Henry Weinhards has to offer. One of my favorite beers if I can find them, hard to come by. If i see them i definetely pick them up.",4.0,5.0,4.0,4.0,-1.0,,,0.0
beertaster13,Natural Ice,653,2025-09-05 00:00:00,American Adjunct Lager,"I'm reviewing nat ice based on other ICE beers so score is higher than it would be overall. NI is the cheapest of the beers in the Anheiser busch family. With that said this is a high school beer and that is about it. With 5.9% alcohol and at 9 dollars a case this is a broke mans dream beer. Suprisingly the taste is very comparison to all other ice beers I have tried. Even better than bud ice. The beer is very drinkable compared to all other ICE beers on the market, however if you never try this beer you haven't missed anything. The only time to drink this beer is if you are broke and it is hot outside and you have no other options.",2.0,1.5,2.5,3.0,Coors,1276,5,American Adjunct Lager,"Coors Original used to be smuggled east of the Mississippi years ago. Friends of mine in colorado have always raved about this beer and said it was the greatest of all mass produced beers. I was at the ballgame awhile ago and found a bar that was seving this in a bottle, so I picked one up. At first taste I was quite impressed for being an american mass produce beer. Coors Original is definetely better than any Anheiser Busch or Miller products. With that said I didn't especially think it was great or average for that matter and was suprised it came with such high praise.The head was very small even compared to bud and the only great taste I could detectcwast the sublte hint of hops but my final review will have to be, if you like mass produced beers try this for it is the best, otherwise just leave it alone.",2.5,2.5,3.0,3.5,,,,0.0
bentley,Shiner Kölsch,24836,2025-09-04 00:00:00,Kölsch,"Pours a light gold with a light lacey head that stays with the beer and sticks to the sides throughout the glass. It's also quite carbonated. Smell is a little light. I'm not sure exactly what's in here. Maybe a little honey. The taste is crisp, with less of a lemony touch than the summer brews I've been going through lately. The bitter hops are also a bit more present and give the beer a nice bite. As a summer beer, it's quite drinkable. Cheers to Shiner!",3.5,3.0,3.5,3.5,Anchor Steam Beer,63,2025-09-04 00:00:00,California Common / Steam Beer,"I hadn't had Anchor Steam in a while, and didn't remember it being anything remarkable until I recently bought a bottle. I was pleasantly surprised. The pour was a nice dark amber with a nice foamy head that stuck to the sides of the glass. The smell was not strong, but grainy. I don't really enjoy ""big"" beers, so I thought the taste was about perfect. There were definitely hops and flavor, but nothing that was overwhelming. It reminded me of an IPA with some of the bitterness removed. That resulted in a very drinkable beer. All in all, it was a very pleasant experience, and one that I plan on repeating soon.",4.0,3.0,4.0,4.0,-1.0,0.0,,-1.0
bentley,Celis White,5222,2025-09-03 00:00:00,Witbier,"Finally....Celis has come BACK to Austin.... There I was last night in my local HEB grocery store about to pick up a six pack of Paulaner Hefe Weizen, when a vaguely familiar label from the past struck the corner of my vision. I turned and saw the Celis White Label staring back at me. It was like dating the most beautiful girl in high school, having her taken away and then finding her again. And what a girl she was. Light, tasty, easy drinking. Everything one could want in a beer. God bless the folks at Michigan Brewing Company. It breaks my heart every time I drive by the old Celis Brewery (which is now a printing company of some sort). I'd go on, but I need to go downstairs and grab another.",4.5,4.5,5.0,5.0,Shiner Kölsch,24836,2025-09-04 00:00:00,Kölsch,"Pours a light gold with a light lacey head that stays with the beer and sticks to the sides throughout the glass. It's also quite carbonated. Smell is a little light. I'm not sure exactly what's in here. Maybe a little honey. The taste is crisp, with less of a lemony touch than the summer brews I've been going through lately. The bitter hops are also a bit more present and give the beer a nice bite. As a summer beer, it's quite drinkable. Cheers to Shiner!",3.5,3.0,3.5,3.5,,,-1.0,0.0
bentley,Miller Lite,332,4.17,Light Lager,"If there was ever an average beer, this is it. Miller Lite seems to be quite despised here, but I must say that there are definitely worse things to drink. There's nothing special about any of the beer's features. The color can be called nothing but some shade of urine, but if you pour it fast enough, one can get a white head to form. This is a bottle review, but I'd recommend pouring it in a very cold glass and drinking quickly. It tastes just like ""beer."" Let's face it, if you're not independently wealthy, and you need to drink a lot of beer in a sitting, you can do much worse.",2.0,2.5,3.0,2.0,Anchor Steam Beer,63,2025-09-04 00:00:00,California Common / Steam Beer,"I hadn't had Anchor Steam in a while, and didn't remember it being anything remarkable until I recently bought a bottle. I was pleasantly surprised. The pour was a nice dark amber with a nice foamy head that stuck to the sides of the glass. The smell was not strong, but grainy. I don't really enjoy ""big"" beers, so I thought the taste was about perfect. There were definitely hops and flavor, but nothing that was overwhelming. It reminded me of an IPA with some of the bitterness removed. That resulted in a very drinkable beer. All in all, it was a very pleasant experience, and one that I plan on repeating soon.",4.0,3.0,4.0,4.0,-1.0,,,-1.0
bentley,Miller Lite,332,4.17,Light Lager,"If there was ever an average beer, this is it. Miller Lite seems to be quite despised here, but I must say that there are definitely worse things to drink. There's nothing special about any of the beer's features. The color can be called nothing but some shade of urine, but if you pour it fast enough, one can get a white head to form. This is a bottle review, but I'd recommend pouring it in a very cold glass and drinking quickly. It tastes just like ""beer."" Let's face it, if you're not independently wealthy, and you need to drink a lot of beer in a sitting, you can do much worse.",2.0,2.5,3.0,2.0,Live Oak HefeWeizen,1062,2025-02-05 00:00:00,Hefeweizen,"I'm going to get a bad reputation for reviewing things too highly around here, but this was the closest thing to perfect that I've ever had in a beer. The beer poured beautifully, and the pleasant aroma was almost overwhelming, with a wonderfully strong smell of banana (among other things). If they made car air fresheners that smelled this good, I'd have them in my car, my office and every room in my house. The beer maintained a nice head throughout. Once it got to drinking time, this beer was again great with a full creamy taste. I've run out of superlatives. I can't imagine a better beer to have in the spring and summer (which is pretty much all year round in Texas). Cheers to Live Oak for this fantastic beer. Now, let's get it to some taps out there!!!",4.5,5.0,5.0,5.0,-1.0,,,-1.0
bentley,Miller Lite,332,4.17,Light Lager,"If there was ever an average beer, this is it. Miller Lite seems to be quite despised here, but I must say that there are definitely worse things to drink. There's nothing special about any of the beer's features. The color can be called nothing but some shade of urine, but if you pour it fast enough, one can get a white head to form. This is a bottle review, but I'd recommend pouring it in a very cold glass and drinking quickly. It tastes just like ""beer."" Let's face it, if you're not independently wealthy, and you need to drink a lot of beer in a sitting, you can do much worse.",2.0,2.5,3.0,2.0,Shiner Kölsch,24836,2025-09-04 00:00:00,Kölsch,"Pours a light gold with a light lacey head that stays with the beer and sticks to the sides throughout the glass. It's also quite carbonated. Smell is a little light. I'm not sure exactly what's in here. Maybe a little honey. The taste is crisp, with less of a lemony touch than the summer brews I've been going through lately. The bitter hops are also a bit more present and give the beer a nice bite. As a summer beer, it's quite drinkable. Cheers to Shiner!",3.5,3.0,3.5,3.5,-1.0,,,-1.0
bentley,Live Oak HefeWeizen,1062,2025-02-05 00:00:00,Hefeweizen,"I'm going to get a bad reputation for reviewing things too highly around here, but this was the closest thing to perfect that I've ever had in a beer. The beer poured beautifully, and the pleasant aroma was almost overwhelming, with a wonderfully strong smell of banana (among other things). If they made car air fresheners that smelled this good, I'd have them in my car, my office and every room in my house. The beer maintained a nice head throughout. Once it got to drinking time, this beer was again great with a full creamy taste. I've run out of superlatives. I can't imagine a better beer to have in the spring and summer (which is pretty much all year round in Texas). Cheers to Live Oak for this fantastic beer. Now, let's get it to some taps out there!!!",4.5,5.0,5.0,5.0,Anchor Steam Beer,63,2025-09-04 00:00:00,California Common / Steam Beer,"I hadn't had Anchor Steam in a while, and didn't remember it being anything remarkable until I recently bought a bottle. I was pleasantly surprised. The pour was a nice dark amber with a nice foamy head that stuck to the sides of the glass. The smell was not strong, but grainy. I don't really enjoy ""big"" beers, so I thought the taste was about perfect. There were definitely hops and flavor, but nothing that was overwhelming. It reminded me of an IPA with some of the bitterness removed. That resulted in a very drinkable beer. All in all, it was a very pleasant experience, and one that I plan on repeating soon.",4.0,3.0,4.0,4.0,0.0,1.0,,1.0
bentley,Live Oak HefeWeizen,1062,2025-02-05 00:00:00,Hefeweizen,"I'm going to get a bad reputation for reviewing things too highly around here, but this was the closest thing to perfect that I've ever had in a beer. The beer poured beautifully, and the pleasant aroma was almost overwhelming, with a wonderfully strong smell of banana (among other things). If they made car air fresheners that smelled this good, I'd have them in my car, my office and every room in my house. The beer maintained a nice head throughout. Once it got to drinking time, this beer was again great with a full creamy taste. I've run out of superlatives. I can't imagine a better beer to have in the spring and summer (which is pretty much all year round in Texas). Cheers to Live Oak for this fantastic beer. Now, let's get it to some taps out there!!!",4.5,5.0,5.0,5.0,Shiner Kölsch,24836,2025-09-04 00:00:00,Kölsch,"Pours a light gold with a light lacey head that stays with the beer and sticks to the sides throughout the glass. It's also quite carbonated. Smell is a little light. I'm not sure exactly what's in here. Maybe a little honey. The taste is crisp, with less of a lemony touch than the summer brews I've been going through lately. The bitter hops are also a bit more present and give the beer a nice bite. As a summer beer, it's quite drinkable. Cheers to Shiner!",3.5,3.0,3.5,3.5,1.0,1.0,1.0,1.0
bentley,Celis White,5222,2025-09-03 00:00:00,Witbier,"Finally....Celis has come BACK to Austin.... There I was last night in my local HEB grocery store about to pick up a six pack of Paulaner Hefe Weizen, when a vaguely familiar label from the past struck the corner of my vision. I turned and saw the Celis White Label staring back at me. It was like dating the most beautiful girl in high school, having her taken away and then finding her again. And what a girl she was. Light, tasty, easy drinking. Everything one could want in a beer. God bless the folks at Michigan Brewing Company. It breaks my heart every time I drive by the old Celis Brewery (which is now a printing company of some sort). I'd go on, but I need to go downstairs and grab another.",4.5,4.5,5.0,5.0,Anchor Steam Beer,63,2025-09-04 00:00:00,California Common / Steam Beer,"I hadn't had Anchor Steam in a while, and didn't remember it being anything remarkable until I recently bought a bottle. I was pleasantly surprised. The pour was a nice dark amber with a nice foamy head that stuck to the sides of the glass. The smell was not strong, but grainy. I don't really enjoy ""big"" beers, so I thought the taste was about perfect. There were definitely hops and flavor, but nothing that was overwhelming. It reminded me of an IPA with some of the bitterness removed. That resulted in a very drinkable beer. All in all, it was a very pleasant experience, and one that I plan on repeating soon.",4.0,3.0,4.0,4.0,,,,1.0
bentley,Celis White,5222,2025-09-03 00:00:00,Witbier,"Finally....Celis has come BACK to Austin.... There I was last night in my local HEB grocery store about to pick up a six pack of Paulaner Hefe Weizen, when a vaguely familiar label from the past struck the corner of my vision. I turned and saw the Celis White Label staring back at me. It was like dating the most beautiful girl in high school, having her taken away and then finding her again. And what a girl she was. Light, tasty, easy drinking. Everything one could want in a beer. God bless the folks at Michigan Brewing Company. It breaks my heart every time I drive by the old Celis Brewery (which is now a printing company of some sort). I'd go on, but I need to go downstairs and grab another.",4.5,4.5,5.0,5.0,Miller Lite,332,4.17,Light Lager,"If there was ever an average beer, this is it. Miller Lite seems to be quite despised here, but I must say that there are definitely worse things to drink. There's nothing special about any of the beer's features. The color can be called nothing but some shade of urine, but if you pour it fast enough, one can get a white head to form. This is a bottle review, but I'd recommend pouring it in a very cold glass and drinking quickly. It tastes just like ""beer."" Let's face it, if you're not independently wealthy, and you need to drink a lot of beer in a sitting, you can do much worse.",2.0,2.5,3.0,2.0,,,,1.0
bentley,Celis White,5222,2025-09-03 00:00:00,Witbier,"Finally....Celis has come BACK to Austin.... There I was last night in my local HEB grocery store about to pick up a six pack of Paulaner Hefe Weizen, when a vaguely familiar label from the past struck the corner of my vision. I turned and saw the Celis White Label staring back at me. It was like dating the most beautiful girl in high school, having her taken away and then finding her again. And what a girl she was. Light, tasty, easy drinking. Everything one could want in a beer. God bless the folks at Michigan Brewing Company. It breaks my heart every time I drive by the old Celis Brewery (which is now a printing company of some sort). I'd go on, but I need to go downstairs and grab another.",4.5,4.5,5.0,5.0,Live Oak HefeWeizen,1062,2025-02-05 00:00:00,Hefeweizen,"I'm going to get a bad reputation for reviewing things too highly around here, but this was the closest thing to perfect that I've ever had in a beer. The beer poured beautifully, and the pleasant aroma was almost overwhelming, with a wonderfully strong smell of banana (among other things). If they made car air fresheners that smelled this good, I'd have them in my car, my office and every room in my house. The beer maintained a nice head throughout. Once it got to drinking time, this beer was again great with a full creamy taste. I've run out of superlatives. I can't imagine a better beer to have in the spring and summer (which is pretty much all year round in Texas). Cheers to Live Oak for this fantastic beer. Now, let's get it to some taps out there!!!",4.5,5.0,5.0,5.0,,,0.0,0.0
bierguy5,Stone Ruination IPA,4083,2025-07-07 00:00:00,American Double / Imperial IPA,"This beer poured a nice copper color, with a large white head. The smell is simple, HOPS! Very flowery, hoppy smell. The taste is a great flowery/citrusy hop flavor with just a touch of malt to bring you back to reality. The lace left in the glass is wonderful, although I tried to get every drop that I could. This beer packs a punch, not as much as DFH 90 or Dreadnaught. I enjoy that the alcohol presence is not as severe as the two I just mentioned. Don't mistake however, 1 bomber of Ruination is enough for a work night. This is yet another great beer by Stone, which is easily available, and average in price. This is an excellent IPA that I will revisit often. Thank you Stone!",4.0,4.5,4.0,4.5,Anchor Steam Beer,63,2025-09-04 00:00:00,California Common / Steam Beer,"Pours a amber/copper color with a nice foamy white head. Decent lace sticking to the glass. Smells lightly hoppy. Carmel malt with a touch of hops with an earthy, grainy taste. Light to medium body. This is a good session beer. It also goes great with food. Anchor Steam is a great classic American microbrew. Any beer lover should certainly taste one. It is a great beer to revisit now and again.",3.5,3.0,3.5,4.0,1.0,0.0,,1.0
bierguy5,Dreadnaught IPA,1558,2025-05-09 00:00:00,American Double / Imperial IPA,"Appearance is amber/straw color. Smell is hops, hops and more hops. Sweet flavor of hops, with some malt to try to tame the hops to little avail. Medium body, this is one great Imperial IPA, and as I drink it, it is even better than the 90 minute by DFH. No mistake, this is a high alcohol beer, at 9.5%, one of these was good enough for a night. This is one great beer, that I hope to visit again!",4.0,4.5,4.0,4.5,Stone Ruination IPA,4083,2025-07-07 00:00:00,American Double / Imperial IPA,"This beer poured a nice copper color, with a large white head. The smell is simple, HOPS! Very flowery, hoppy smell. The taste is a great flowery/citrusy hop flavor with just a touch of malt to bring you back to reality. The lace left in the glass is wonderful, although I tried to get every drop that I could. This beer packs a punch, not as much as DFH 90 or Dreadnaught. I enjoy that the alcohol presence is not as severe as the two I just mentioned. Don't mistake however, 1 bomber of Ruination is enough for a work night. This is yet another great beer by Stone, which is easily available, and average in price. This is an excellent IPA that I will revisit often. Thank you Stone!",4.0,4.5,4.0,4.5,-1.0,0.0,,-1.0
