profileName,beerId,beerName,beerABV,beerStyle,reviewSentence,appearanceRate,aromaRate,palateRate,tasteRate,appearance,aroma,palate,taste
beastdog75,3092,Bud Ice Light,,Light Lager,it smells very clean and has a little maltyadjunct sweetness to it,2.0,2.5,1.5,1.5,0,1.0,0,0
beastdog75,3092,Bud Ice Light,,Light Lager,the smell is probably stronger than the beer itself,2.0,2.5,1.5,1.5,0,1.0,0,0
beastdog75,3092,Bud Ice Light,,Light Lager,i took a few small sips and swished it around,2.0,2.5,1.5,1.5,0,0.0,0,0
beastdog75,3092,Bud Ice Light,,Light Lager,almost no taste except a tiny bit of biterness,2.0,2.5,1.5,1.5,0,0.0,0,1
beastdog75,3092,Bud Ice Light,,Light Lager,the following swigs went down quite easy,2.0,2.5,1.5,1.5,0,0.0,1,0
beastdog75,3092,Bud Ice Light,,Light Lager,this beer feels and tastes watery but there is a tiny bit of beer taste to remind you that this isnt really water,2.0,2.5,1.5,1.5,0,0.0,1,1
beastdog75,3092,Bud Ice Light,,Light Lager,i would recommend this beer to people who dont really like beer because this stuff is basically alcoholic water,2.0,2.5,1.5,1.5,0,0.0,0,0
beastdog75,3092,Bud Ice Light,,Light Lager,i gave it a higher drinkability level because it is easy to chug a few of these down in no time,2.0,2.5,1.5,1.5,0,0.0,0,0
beastdog75,3092,Bud Ice Light,,Light Lager,beware the higher alcohol content though,2.0,2.5,1.5,1.5,0,0.0,0,0
beastdog75,3092,Bud Ice Light,,Light Lager,doobie doobie doo,2.0,2.5,1.5,1.5,0,0.0,0,0
beerangel,332,Miller Lite,4.17,Light Lager,watered down look and watered down skunk taste,1.0,1.0,1.0,1.0,1,0.0,0,1
beerangel,332,Miller Lite,4.17,Light Lager,ok here we go,1.0,1.0,1.0,1.0,0,0.0,0,0
beerangel,332,Miller Lite,4.17,Light Lager,i wasnt going to do this but i cant help it,1.0,1.0,1.0,1.0,0,0.0,0,0
beerangel,332,Miller Lite,4.17,Light Lager,this is what millers rd team manager said at the last meeting before they produced miller lite,1.0,1.0,1.0,1.0,0,0.0,0,0
beerangel,332,Miller Lite,4.17,Light Lager,lets get some bad tasting water and really screw it up put it in a can market the mess out of it because we know this works see coors light,1.0,1.0,1.0,1.0,0,0.0,0,0
beerangel,332,Miller Lite,4.17,Light Lager,and well sell it and tell people they like it then by the time they figure out this isnt really beer at all well all be rich,1.0,1.0,1.0,1.0,0,0.0,0,0
beerangel,332,Miller Lite,4.17,Light Lager,enough said,1.0,1.0,1.0,1.0,0,0.0,0,0
beerangel,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,overall pretty good,5.0,5.0,4.0,3.5,0,0.0,0,0
beerangel,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,my first stout to drink so keep that in mind when reading this,5.0,5.0,4.0,3.5,0,0.0,0,0
beerangel,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,i love the look the smell and it has a creamy mouthfeel,5.0,5.0,4.0,3.5,1,1.0,1,0
beerangel,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,i wasnt overly impressed with the taste though i still consider it to be pretty good,5.0,5.0,4.0,3.5,0,0.0,0,1
beerangel,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,i will drink it again but probably wont purchase it again anytime soon,5.0,5.0,4.0,3.5,0,0.0,0,0
beerangel,837,Coors Light,,Light Lager,this is proof positive that advertising does pay,1.0,1.0,1.0,1.0,0,0.0,0,0
beerangel,837,Coors Light,,Light Lager,why else would anyone buy this crap,1.0,1.0,1.0,1.0,0,0.0,0,0
beerangel,837,Coors Light,,Light Lager,it has a very watery taste with a hint of skunk,1.0,1.0,1.0,1.0,0,0.0,0,1
beerangel,837,Coors Light,,Light Lager,i think odouls is closer to being beer than this beverage,1.0,1.0,1.0,1.0,0,0.0,0,1
beerangel,837,Coors Light,,Light Lager,i almost called it a beer,1.0,1.0,1.0,1.0,0,0.0,0,1
beerangel,909,Killian's Irish Red,,American Amber / Red Lager,just an average beer,4.0,3.0,3.0,2.0,0,0.0,0,1
beerangel,909,Killian's Irish Red,,American Amber / Red Lager,it makes you think it is going to be different from the pack but that is mostly in appearance,4.0,3.0,3.0,2.0,1,0.0,0,0
beerangel,909,Killian's Irish Red,,American Amber / Red Lager,nice looks average smell and watery bland taste,4.0,3.0,3.0,2.0,1,1.0,0,1
beerangel,909,Killian's Irish Red,,American Amber / Red Lager,not recommended,4.0,3.0,3.0,2.0,0,0.0,0,0
beerangel,909,Killian's Irish Red,,American Amber / Red Lager,it requires lots of advertising which can be a sign of weak beer,4.0,3.0,3.0,2.0,0,0.0,0,0
beerangel,909,Killian's Irish Red,,American Amber / Red Lager,genuinely good beers sell themselves,4.0,3.0,3.0,2.0,0,0.0,0,0
beerangel,1552,Shiner Hefeweizen,,Hefeweizen,good beer mild wheat and fruit tastes are light and refreshing,3.0,4.5,4.0,4.5,0,0.0,0,1
beerangel,1552,Shiner Hefeweizen,,Hefeweizen,it is a taste that allows you to have another and another,3.0,4.5,4.0,4.5,0,0.0,0,1
beerangel,1552,Shiner Hefeweizen,,Hefeweizen,very very smooth,3.0,4.5,4.0,4.5,0,0.0,1,0
beerangel,1552,Shiner Hefeweizen,,Hefeweizen,the only thing i didnt rate high was appearance as it has a slightly overfiltered look for this type of beer but again i still like it alot,3.0,4.5,4.0,4.5,1,0.0,0,0
beerangel,1552,Shiner Hefeweizen,,Hefeweizen,prosit,3.0,4.5,4.0,4.5,0,0.0,0,0
beerbill,65,Budweiser,5.0,American Adjunct Lager,budweiser is simply a good dare i say great beer,3.5,3.5,4.0,4.0,0,0.0,0,0
beerbill,65,Budweiser,5.0,American Adjunct Lager,it doesnt cost 50 dollars a case and no one will think youre high society when you tell them you drink bud but it is a fantastic beer,3.5,3.5,4.0,4.0,0,0.0,0,0
beerbill,65,Budweiser,5.0,American Adjunct Lager,the truth is if you truely love beer as i do and your not just some frasier with a pention for beer instead of wine then you must agree this beer rules the school,3.5,3.5,4.0,4.0,0,0.0,0,0
beerbill,65,Budweiser,5.0,American Adjunct Lager,if you want to get drunk this will do the trick,3.5,3.5,4.0,4.0,0,0.0,0,0
beerbill,65,Budweiser,5.0,American Adjunct Lager,no head aches unless you posses a vagina and even then it is a matter of chance it goes down like ice water and it taste great,3.5,3.5,4.0,4.0,0,0.0,1,1
beerbill,754,Guinness Draught,,Irish Dry Stout,what can i say that hasnt been said before,4.5,4.0,4.5,5.0,0,0.0,0,0
beerbill,754,Guinness Draught,,Irish Dry Stout,this is simply an excelent beer,4.5,4.0,4.5,5.0,0,0.0,0,0
beerbill,754,Guinness Draught,,Irish Dry Stout,guinness blends the perfect melody of bitter and creamy,4.5,4.0,4.5,5.0,0,0.0,1,1
beerbill,754,Guinness Draught,,Irish Dry Stout,it goes down easy and fast,4.5,4.0,4.5,5.0,0,0.0,1,0
beerbill,754,Guinness Draught,,Irish Dry Stout,if all of life was like a nice cold guinness,4.5,4.0,4.5,5.0,0,0.0,0,0
beerbill,1299,Icehouse,,American Adjunct Lager,for an icebeer this is exceptionally easy to drink,3.0,3.0,2.5,3.0,0,0.0,0,0
beerbill,1299,Icehouse,,American Adjunct Lager,when cold it goes down fairly smooth,3.0,3.0,2.5,3.0,0,0.0,1,0
beerbill,1299,Icehouse,,American Adjunct Lager,there is a bit of an aftertaste but nothing too bad,3.0,3.0,2.5,3.0,0,0.0,0,1
beerbill,1299,Icehouse,,American Adjunct Lager,its not much to look at and its not terrible complex but all things considered this is a good economic beer,3.0,3.0,2.5,3.0,0,0.0,0,0
beerbill,1299,Icehouse,,American Adjunct Lager,nowhere near a guiness but it was never meant to be,3.0,3.0,2.5,3.0,0,0.0,0,0
beerbill,2825,Bud Dry,5.0,American Adjunct Lager,a good smooth beer that goes down easy,3.5,3.5,4.0,4.0,0,0.0,1,1
beerbill,2825,Bud Dry,5.0,American Adjunct Lager,it may not have a sophisticated taste it may not win any awards but it simply an enjoyable beer,3.5,3.5,4.0,4.0,0,0.0,0,1
beerbill,2825,Bud Dry,5.0,American Adjunct Lager,it is the type of beer you could drink by the 6 or 12 pack with no problem,3.5,3.5,4.0,4.0,0,0.0,0,0
beerbill,2825,Bud Dry,5.0,American Adjunct Lager,bud dry is a first rate beer in a second rate group,3.5,3.5,4.0,4.0,0,0.0,0,0
beerbill,2825,Bud Dry,5.0,American Adjunct Lager,it is indeed macroswill but as macroswill goes its pretty good,3.5,3.5,4.0,4.0,0,0.0,0,0
beerbill,4220,Snake Pit Porter,6.0,Baltic Porter,had this with dinner one night,2.5,2.5,2.5,2.5,0,0.0,0,0
beerbill,4220,Snake Pit Porter,6.0,Baltic Porter,appearance was weak,2.5,2.5,2.5,2.5,1,0.0,0,0
beerbill,4220,Snake Pit Porter,6.0,Baltic Porter,the smell of alcohol tended to overpower the other aromas,2.5,2.5,2.5,2.5,0,1.0,0,0
beerbill,4220,Snake Pit Porter,6.0,Baltic Porter,the taste has a strong alcohol component that does not translate into bitter very well,2.5,2.5,2.5,2.5,0,0.0,0,1
beerbill,4220,Snake Pit Porter,6.0,Baltic Porter,not a bad beer but i doubt i will drink it again,2.5,2.5,2.5,2.5,0,0.0,0,0
beerbob,246,Heineken Lager Beer,5.0,Euro Pale Lager,at one time heineken was a very good lager beer but no more,3.0,1.5,2.0,1.5,0,0.0,0,0
beerbob,246,Heineken Lager Beer,5.0,Euro Pale Lager,major skunk aroma interferes with any meaningful review of this beer,3.0,1.5,2.0,1.5,0,1.0,0,0
beerbob,246,Heineken Lager Beer,5.0,Euro Pale Lager,my question to heineken is how many skunks died in the making of this beer,3.0,1.5,2.0,1.5,0,0.0,0,0
beerbob,246,Heineken Lager Beer,5.0,Euro Pale Lager,skunk in skunk out,3.0,1.5,2.0,1.5,0,1.0,0,1
beerbob,246,Heineken Lager Beer,5.0,Euro Pale Lager,if st pauli girl and becks can get it right why cant heineken,3.0,1.5,2.0,1.5,0,0.0,0,0
beerbob,653,Natural Ice,,American Adjunct Lager,rice is nice its the can that does this ice beer in,3.0,2.0,2.5,2.5,0,0.0,0,0
beerbob,653,Natural Ice,,American Adjunct Lager,when i drink natural ice at room temp the taste of the plastic lined can gags me some times,3.0,2.0,2.5,2.5,0,0.0,0,1
beerbob,653,Natural Ice,,American Adjunct Lager,until i can get three or four pints in me i really have to hold my nose,3.0,2.0,2.5,2.5,0,0.0,0,0
beerbob,653,Natural Ice,,American Adjunct Lager,when this ice beer is real fresh and cold and the plastic taste of the can hasnt had time to migrate into the beer the smell and taste of this ice beer improves,3.0,2.0,2.5,2.5,0,1.0,0,1
beerbob,653,Natural Ice,,American Adjunct Lager,not that the taste is still anything to write home about or how it paints the palate with strokes of delight or rolls around on the tongue,3.0,2.0,2.5,2.5,0,0.0,1,0
beerbob,653,Natural Ice,,American Adjunct Lager,the plastic taste of the can just gets in the way of a rather bland ice beer made from rice,3.0,2.0,2.5,2.5,0,0.0,0,1
beerbob,653,Natural Ice,,American Adjunct Lager,i think that if natural ice came in brown glass 40s there would be more number threes in the review,3.0,2.0,2.5,2.5,0,0.0,0,0
beerbob,1299,Icehouse,,American Adjunct Lager,took home a 30 pack for 1099 good sale price right,2.5,2.5,2.5,3.0,0,0.0,0,0
beerbob,1299,Icehouse,,American Adjunct Lager,for ice beer i drink them right out of the bottle or can so im not into the presentation,2.5,2.5,2.5,3.0,0,0.0,0,0
beerbob,1299,Icehouse,,American Adjunct Lager,yes i have dumped a can or so into a glass and the head goes real quick,2.5,2.5,2.5,3.0,1,0.0,0,0
beerbob,1299,Icehouse,,American Adjunct Lager,the short time for the head may mean that there are no foming agents added so this might be a good thing,2.5,2.5,2.5,3.0,1,0.0,0,0
beerbob,1299,Icehouse,,American Adjunct Lager,you cant judge a book by its cover so maybe you shouldnt judge an ice beer by its head,2.5,2.5,2.5,3.0,0,0.0,0,0
beerbob,1299,Icehouse,,American Adjunct Lager,the taste starts with a soft sweet corn then goes to a slight hop then to a smooth rice,2.5,2.5,2.5,3.0,0,0.0,0,1
beerbob,1299,Icehouse,,American Adjunct Lager,the aftertaste is clean with alcohol overtones,2.5,2.5,2.5,3.0,0,0.0,0,1
beerbob,1299,Icehouse,,American Adjunct Lager,icehouse a good ice beer that can be had at a good price,2.5,2.5,2.5,3.0,0,0.0,0,0
beerbob,1359,Molson Ice,,American Adjunct Lager,i rate this beer average or a 30 across the board,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbob,1359,Molson Ice,,American Adjunct Lager,the corn does not get in the way but its there for sure and why not,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbob,1359,Molson Ice,,American Adjunct Lager,it is from canada there is lots of corn in canada,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbob,1359,Molson Ice,,American Adjunct Lager,i have emailed moosehead beer about how corn is listed on the canada web site and not on the us site,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbob,1359,Molson Ice,,American Adjunct Lager,putting all of the big canada beers in the same bag and moosehead told me its our secret about the corn,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbob,1359,Molson Ice,,American Adjunct Lager,right,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbob,1359,Molson Ice,,American Adjunct Lager,but getting on with it the review,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbob,1359,Molson Ice,,American Adjunct Lager,enough carbonation and hops to keep you from spitting the stuff out and enough alcohol to get you numb,3.0,3.0,3.0,3.0,0,0.0,1,0
beerbob,1359,Molson Ice,,American Adjunct Lager,the corn is listed right on the side of the 12 pack so no one is trying to hide it,3.0,3.0,3.0,3.0,0,1.0,0,1
beerbob,1359,Molson Ice,,American Adjunct Lager,corn not too bad of a thing to be used in making beer,3.0,3.0,3.0,3.0,0,1.0,0,1
beerbob,1359,Molson Ice,,American Adjunct Lager,if you want german taste buy german beer,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbob,1359,Molson Ice,,American Adjunct Lager,this beer is not less than average but not more ether,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbob,2463,Samuel Adams Weiss Bier,,Hefeweizen,tart as a good weiss should be then moves to soft clove banana,4.0,4.0,4.5,4.5,0,1.0,0,1
beerbob,2463,Samuel Adams Weiss Bier,,Hefeweizen,after taste is pleasant but a bit on the sticky side lots of good stuff went into making this weiss bier,4.0,4.0,4.5,4.5,0,0.0,0,1
beerbob,2463,Samuel Adams Weiss Bier,,Hefeweizen,fragrant aroma pleasant color and spot on taste make this sam adams rendition a winner in my book,4.0,4.0,4.5,4.5,1,1.0,0,1
beerbuilder,19,Mackeson Triple XXX Stout,,Milk / Sweet Stout,mackeson triple xxx stout has a deep brown in a sense almost black color,3.5,4.0,3.5,4.5,1,0.0,0,0
beerbuilder,19,Mackeson Triple XXX Stout,,Milk / Sweet Stout,it has a brown head that dissipates quickly,3.5,4.0,3.5,4.5,1,0.0,0,0
beerbuilder,19,Mackeson Triple XXX Stout,,Milk / Sweet Stout,its nose is one of roasted coffee and chocolate,3.5,4.0,3.5,4.5,0,1.0,0,0
beerbuilder,19,Mackeson Triple XXX Stout,,Milk / Sweet Stout,it has a nice sweet flavor with notes of licorice chocolate and coffee,3.5,4.0,3.5,4.5,0,0.0,0,1
beerbuilder,19,Mackeson Triple XXX Stout,,Milk / Sweet Stout,this milk stout is sweet malty and fullbodied with low carbonation that still leaves a nice lacework on the glass,3.5,4.0,3.5,4.5,1,0.0,1,1
beerbuilder,19,Mackeson Triple XXX Stout,,Milk / Sweet Stout,overall this is a decent beer with a complex array of flavors and aromas,3.5,4.0,3.5,4.5,0,1.0,0,1
beerbuilder,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),i must say that i really enjoyed this beer,4.0,4.0,3.5,4.5,0,0.0,0,0
beerbuilder,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),it pours to an amberorangish color with an offwhite creamy head,4.0,4.0,3.5,4.5,1,0.0,0,0
beerbuilder,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),it also has a slight hazy appearance to it,4.0,4.0,3.5,4.5,1,0.0,0,0
beerbuilder,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),alpha king has a very hoppy citrusy nose probably from the possible use of cascade hops,4.0,4.0,3.5,4.5,0,1.0,0,0
beerbuilder,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),the citrus aroma reminds me of lemon zest,4.0,4.0,3.5,4.5,0,1.0,0,0
beerbuilder,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),the beer has a nice hoppy citrus flavor as well and finishes dry,4.0,4.0,3.5,4.5,0,0.0,1,1
beerbuilder,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),overall i would definitely drink this beer again when i want a nice hoppy beer,4.0,4.0,3.5,4.5,0,1.0,0,1
beerbuilder,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),i would love to try this one on tap,4.0,4.0,3.5,4.5,0,0.0,0,0
beerbuilder,69,Redhook Blonde,5.77,American Blonde Ale,redhook8217s blonde ale pours to a golden color with an offwhite head that quickly dissipates,3.0,3.0,3.0,3.0,1,0.0,0,0
beerbuilder,69,Redhook Blonde,5.77,American Blonde Ale,the carbonation level within this drinkable beer is decent it does not attack the tongue,3.0,3.0,3.0,3.0,0,0.0,1,0
beerbuilder,69,Redhook Blonde,5.77,American Blonde Ale,the aroma is somewhat a floral spiciness,3.0,3.0,3.0,3.0,0,1.0,0,0
beerbuilder,69,Redhook Blonde,5.77,American Blonde Ale,the malthop flavor is well balanced within this beer neither one outweighs the other,3.0,3.0,3.0,3.0,0,0.0,0,1
beerbuilder,69,Redhook Blonde,5.77,American Blonde Ale,overall redhook blonde ale is a very drinkable beer which i would drink again,3.0,3.0,3.0,3.0,0,0.0,0,0
beerbuilder,1158,Pride & Joy Mild Ale,5.0,American Pale Ale (APA),pride joy is a light bodied mild ale that pour to a nice amber color with a offwhite head that quickly dissipates,3.5,4.0,3.5,4.0,1,0.0,0,0
beerbuilder,1158,Pride & Joy Mild Ale,5.0,American Pale Ale (APA),it has a light citrus hop aroma balanced by a light malt aroma,3.5,4.0,3.5,4.0,0,1.0,0,0
beerbuilder,1158,Pride & Joy Mild Ale,5.0,American Pale Ale (APA),at first taste there is a subtle maltiness then a bit of citric hoppiness,3.5,4.0,3.5,4.0,0,0.0,0,1
beerbuilder,1158,Pride & Joy Mild Ale,5.0,American Pale Ale (APA),it finishes with a slight sweetness,3.5,4.0,3.5,4.0,0,0.0,0,1
beerbuilder,1158,Pride & Joy Mild Ale,5.0,American Pale Ale (APA),overall it is a light refreshing wellbalanced beer,3.5,4.0,3.5,4.0,0,0.0,1,1
beerbuilder,2032,FireBrick,5.0,Vienna Lager,this is a very light refreshing session beer,3.0,2.5,3.0,3.0,0,0.0,1,1
beerbuilder,2032,FireBrick,5.0,Vienna Lager,it has an amber color with an offwhite head,3.0,2.5,3.0,3.0,1,0.0,0,0
beerbuilder,2032,FireBrick,5.0,Vienna Lager,there is just a slight maltiness to the aroma and taste,3.0,2.5,3.0,3.0,0,1.0,0,1
beerbuilder,2032,FireBrick,5.0,Vienna Lager,the hop presence was really unnoticable,3.0,2.5,3.0,3.0,0,1.0,0,1
beerbuilder,2032,FireBrick,5.0,Vienna Lager,i find it odd that this beer just took a bronze metal at the gabf for the americanstyle amber lager when august schell sells it as a viennastyle lager,3.0,2.5,3.0,3.0,0,0.0,0,0
beerbuilder,2032,FireBrick,5.0,Vienna Lager,i do find that it fits more into the style of americanstyle amber lager than a viennastyle lager,3.0,2.5,3.0,3.0,0,0.0,0,0
beerdeity,837,Coors Light,,Light Lager,coors light has a very watery taste with little malt or hop influence,2.0,1.0,1.5,1.0,0,1.0,0,1
beerdeity,837,Coors Light,,Light Lager,the colour is a very light yellow and this relates to its light flavour,2.0,1.0,1.5,1.0,1,0.0,0,0
beerdeity,837,Coors Light,,Light Lager,this beer has so little character one has to wonder why so many people drink it,2.0,1.0,1.5,1.0,0,0.0,0,0
beerdeity,837,Coors Light,,Light Lager,it would seem that most drink it to be social as they feel the need to drink something and this is the tamest it gets,2.0,1.0,1.5,1.0,0,0.0,0,0
beerdeity,1005,HopDevil Ale,,American IPA,this beer is a nice dark amber and has a captivating aroma,3.5,4.0,4.0,4.5,1,1.0,0,0
beerdeity,1005,HopDevil Ale,,American IPA,the hops are extremely present in the first smell,3.5,4.0,4.0,4.5,0,1.0,0,0
beerdeity,1005,HopDevil Ale,,American IPA,the first taste is quite overwhelming given the elevated ibus but subsequent mouthfuls proof to be less intense,3.5,4.0,4.0,4.5,0,0.0,1,1
beerdeity,1005,HopDevil Ale,,American IPA,eventually the beer provides a very pleaseant mouthfeel and extremely satisfying taste,3.5,4.0,4.0,4.5,0,0.0,1,1
beerdeity,1005,HopDevil Ale,,American IPA,not for the weak of heart but a must for any hophead,3.5,4.0,4.0,4.5,0,0.0,0,0
beerdeity,1094,Bell's Oberon Ale,,American Pale Wheat Ale,the beer was transported in a bubba over a long distance so i am not sure of the effect on the beer was,3.5,4.0,4.0,4.0,0,0.0,0,0
beerdeity,1094,Bell's Oberon Ale,,American Pale Wheat Ale,that said it poured nicely offering a golden to lightly orange colour with a slight creamy head,3.5,4.0,4.0,4.0,1,0.0,0,0
beerdeity,1094,Bell's Oberon Ale,,American Pale Wheat Ale,the nose was citrus with a distinct orange undertone,3.5,4.0,4.0,4.0,0,1.0,0,0
beerdeity,1094,Bell's Oberon Ale,,American Pale Wheat Ale,the mouthfeel was smooth and silky,3.5,4.0,4.0,4.0,0,0.0,1,0
beerdeity,1094,Bell's Oberon Ale,,American Pale Wheat Ale,the taste was a nice apricotlike taste with a subtle hop finish,3.5,4.0,4.0,4.0,0,0.0,0,1
beerdeity,1094,Bell's Oberon Ale,,American Pale Wheat Ale,the beer balanced out nicely by migglass offering a very drinkable second,3.5,4.0,4.0,4.0,0,0.0,0,0
beerdeity,1323,Sleeman Honey Brown Lager,,Euro Dark Lager,the head is minimal and laces poorly,2.5,3.5,3.5,4.0,1,0.0,0,0
beerdeity,1323,Sleeman Honey Brown Lager,,Euro Dark Lager,the smell is inviting with a fresh lively character,2.5,3.5,3.5,4.0,0,1.0,0,0
beerdeity,1323,Sleeman Honey Brown Lager,,Euro Dark Lager,the taste is smooth with a very noticable honey note,2.5,3.5,3.5,4.0,0,0.0,0,1
beerdeity,1323,Sleeman Honey Brown Lager,,Euro Dark Lager,mouthfell is well rounded and lingers nicely,2.5,3.5,3.5,4.0,0,0.0,1,0
beerdeity,1323,Sleeman Honey Brown Lager,,Euro Dark Lager,very drinkable over several hours,2.5,3.5,3.5,4.0,0,0.0,0,0
beerdeity,1323,Sleeman Honey Brown Lager,,Euro Dark Lager,note beer is sold in clear glass bottles so freshness is paramount,2.5,3.5,3.5,4.0,0,0.0,0,0
beerdeity,1323,Sleeman Honey Brown Lager,,Euro Dark Lager,beer suffers terribly with agelight,2.5,3.5,3.5,4.0,0,0.0,0,0
beerdeity,8730,Éphémère (Cranberry),,Fruit / Vegetable Beer,the beer poured very foamy but did leave some lace,3.0,3.5,3.0,3.5,1,0.0,0,0
beerdeity,8730,Éphémère (Cranberry),,Fruit / Vegetable Beer,the smell did pronounce cranberry but very quietly,3.0,3.5,3.0,3.5,0,1.0,0,0
beerdeity,8730,Éphémère (Cranberry),,Fruit / Vegetable Beer,the flavour was complex with subtle undertones of clove and anise but did not overpower the bitter tang of the berry,3.0,3.5,3.0,3.5,0,0.0,1,1
beerdeity,8730,Éphémère (Cranberry),,Fruit / Vegetable Beer,mouthfeelwas pleasant but a little astringent,3.0,3.5,3.0,3.5,0,0.0,1,0
beerdeity,8730,Éphémère (Cranberry),,Fruit / Vegetable Beer,drinkability is subpar as the second one was less inviting,3.0,3.5,3.0,3.5,0,0.0,0,0
beerfan82,334,Millstream Oktoberfest,,Märzen / Oktoberfest,this is the best beer made by millstream,4.0,4.5,4.0,4.0,0,0.0,0,0
beerfan82,334,Millstream Oktoberfest,,Märzen / Oktoberfest,the taste is complex and interesting,4.0,4.5,4.0,4.0,0,0.0,0,1
beerfan82,334,Millstream Oktoberfest,,Märzen / Oktoberfest,the beer has a character to it but it isnt to strong,4.0,4.5,4.0,4.0,0,0.0,0,0
beerfan82,334,Millstream Oktoberfest,,Märzen / Oktoberfest,it is also has some interesting character to it that makes stand out among other beers,4.0,4.5,4.0,4.0,0,0.0,0,0
beerfan82,334,Millstream Oktoberfest,,Märzen / Oktoberfest,the best time of the year to drink this beer is in the winter usually around thanksgiving,4.0,4.5,4.0,4.0,0,0.0,0,0
beerfan82,1312,Molson Canadian Lager,5.0,American Adjunct Lager,i like this beer,3.0,4.0,4.0,3.5,0,0.0,0,0
beerfan82,1312,Molson Canadian Lager,5.0,American Adjunct Lager,a few months ago i was at a bar and saw this beer,3.0,4.0,4.0,3.5,0,0.0,0,0
beerfan82,1312,Molson Canadian Lager,5.0,American Adjunct Lager,i tried it and was really surprised,3.0,4.0,4.0,3.5,0,0.0,0,0
beerfan82,1312,Molson Canadian Lager,5.0,American Adjunct Lager,the taste is a wonderfull corn flavour,3.0,4.0,4.0,3.5,0,0.0,0,1
beerfan82,1312,Molson Canadian Lager,5.0,American Adjunct Lager,compared to american macro beers this stuff is awesome,3.0,4.0,4.0,3.5,0,0.0,0,0
beerfan82,1312,Molson Canadian Lager,5.0,American Adjunct Lager,not as good as a ice cold german beer but this is a good every day beer,3.0,4.0,4.0,3.5,0,0.0,0,0
beerfan82,1312,Molson Canadian Lager,5.0,American Adjunct Lager,and for 4 10 dollars for 12 bottles you cant beat the price,3.0,4.0,4.0,3.5,0,0.0,0,0
beerfan82,1331,Pabst Blue Ribbon (PBR),4.74,American Adjunct Lager,this is a really good beer when you wanting something cheap and okay,2.0,2.5,2.5,3.0,0,0.0,0,0
beerfan82,1331,Pabst Blue Ribbon (PBR),4.74,American Adjunct Lager,i recently went to a bar and this was better than bud light,2.0,2.5,2.5,3.0,0,0.0,0,0
beerfan82,1331,Pabst Blue Ribbon (PBR),4.74,American Adjunct Lager,its one of the easier beers to drink,2.0,2.5,2.5,3.0,0,0.0,1,0
beerfan82,1331,Pabst Blue Ribbon (PBR),4.74,American Adjunct Lager,it goes down in a smooth taste but that is about it,2.0,2.5,2.5,3.0,0,0.0,1,1
beerfan82,1331,Pabst Blue Ribbon (PBR),4.74,American Adjunct Lager,there is not much else to go home about with this beer,2.0,2.5,2.5,3.0,0,0.0,0,0
beerfan82,7313,Michelob (Original Lager),5.0,American Pale Lager,this is one of the better beers when you want to drink higher class beers and you dont have a lot of money,3.0,3.0,2.5,3.5,0,0.0,0,0
beerfan82,7313,Michelob (Original Lager),5.0,American Pale Lager,not as good as a molson or fosters this beer is average,3.0,3.0,2.5,3.5,0,0.0,0,0
beerfan82,7313,Michelob (Original Lager),5.0,American Pale Lager,the beer has a clean refreshing taste and goes down easily,3.0,3.0,2.5,3.5,0,0.0,1,1
beerfan82,7313,Michelob (Original Lager),5.0,American Pale Lager,it is best drank out of the bottle,3.0,3.0,2.5,3.5,0,0.0,0,0
beerfan82,7313,Michelob (Original Lager),5.0,American Pale Lager,the worst part of this beer like all bud products would have to be the quick loss of carbonation,3.0,3.0,2.5,3.5,0,0.0,0,0
beerfan82,59382,Millstream Back Road Stout,,Oatmeal Stout,i guess this beer caught me off guard,3.5,4.0,3.5,3.5,0,0.0,0,0
beerfan82,59382,Millstream Back Road Stout,,Oatmeal Stout,just being a beggining beer drinker i havent had much experience with darker beers,3.5,4.0,3.5,3.5,0,0.0,0,0
beerfan82,59382,Millstream Back Road Stout,,Oatmeal Stout,personally i wasnt a big fan of the nutty taste,3.5,4.0,3.5,3.5,0,0.0,0,1
beerfan82,59382,Millstream Back Road Stout,,Oatmeal Stout,it had an almost coffee dark taste to it,3.5,4.0,3.5,3.5,0,0.0,0,1
